,user_id,income_bureau,occupation_bureau,age_bureau,no_of_accounts,no_of_writeoffs,most_severe_served_status_within_24_months,bureau_score,number_of_delinquent_accounts
2183,27504,,,,,,,,
2184,23574,,,,,,,,
2185,27533,,,,,,,,
2186,27537,,,,,,,,
2187,27544,,,,,,,,
2188,27550,,,,,,,,
2189,27552,,,23.0,5.0,0.0,Non-Delnqt,755.0,0.0
2190,27554,25000.0,,24.0,19.0,0.0,360+,623.0,5.0
2191,27555,,,21.0,6.0,0.0,Std,762.0,0.0
2192,27560,,,,,,,,
2193,27561,,,,,,,,
2194,27563,,,,,,,,
2195,27541,,,,,,,,
2196,27565,,,,,,,,
2197,27567,,,,,,,,
2198,27575,,,,,,,,
2199,26754,,,,,,,,
2200,27523,,,,,,,,
2201,27582,,,20.0,1.0,0.0,Non-Delnqt,754.0,0.0
2202,27583,,,,,,,,
2203,27595,,,,,,,,
2204,27592,,,,,,,,
2205,27597,,,,,,,,
2206,27598,,,24.0,1.0,0.0,Non-Delnqt,755.0,0.0
2207,27604,52000.0,SALARIED,24.0,7.0,0.0,Non-Delnqt,755.0,0.0
2208,27600,,,23.0,4.0,0.0,60+,632.0,1.0
2209,27641,60000000.0,SELF EMPLOYED,25.0,14.0,0.0,Non-Delnqt,677.0,1.0
2210,27643,,,,,,,,
2211,27612,,,,,,,,
2212,27669,1244611.0,,37.0,31.0,0.0,540+,657.0,1.0
2213,27693,20000.0,,26.0,3.0,0.0,Non-Delnqt,741.0,0.0
2214,27699,50000.0,,40.0,49.0,1.0,WOF,520.0,4.0
2215,27704,,,,,,,,
2216,27664,,,,,,,,
2217,27724,,,,,,,,
2218,26082,40000.0,,25.0,21.0,0.0,90+,575.0,3.0
2219,27732,6000.0,,23.0,108.0,0.0,Set,701.0,0.0
2220,27734,,,,,,,,
2221,27741,150000.0,,33.0,18.0,1.0,WOF,623.0,3.0
2222,27743,,,28.0,5.0,0.0,Non-Delnqt,726.0,0.0
2223,27748,,,,,,,,
2224,27738,,,,,,,,
2225,27750,,,,,,,,
2226,27733,,,,,,,,
2227,27783,,,,,,,,
2228,27796,,,,,,,,
2229,27790,,,,,,,,
2230,27801,,,23.0,1.0,0.0,Non-Delnqt,754.0,0.0
2231,27808,,,20.0,1.0,0.0,Non-Delnqt,808.0,0.0
2232,27821,,,,,,,,
2233,27824,,,27.0,2.0,0.0,Non-Delnqt,6.0,0.0
2234,27828,,,,,,,,
2235,27833,,,,,,,,
2236,27834,,SALARIED,53.0,12.0,0.0,Std,713.0,0.0
2237,26720,50000.0,,27.0,58.0,0.0,720+,601.0,2.0
2238,27729,,,,,,,,
2239,27846,25000000.0,,41.0,37.0,0.0,01+,715.0,0.0
2240,27852,,,20.0,1.0,0.0,Non-Delnqt,755.0,0.0
2241,27854,,,,,,,,
2242,27871,,,,,,,,
2243,27881,,,,,,,,
2244,27884,20000.0,,25.0,14.0,1.0,WOF,641.0,2.0
2245,27889,,,,,,,,
2246,27892,,,21.0,1.0,0.0,Non-Delnqt,6.0,0.0
2247,27771,,,26.0,2.0,0.0,Spm,898.0,0.0
2248,27897,,,,,,,,
2249,27899,,,,,,,,
2250,27900,,,,,,,,
2251,27902,,,,,,,,
2252,27839,,,,,,,,
2253,27915,,,,,,,,
2254,27918,,,20.0,5.0,0.0,01+,696.0,0.0
2255,27920,,,,,,,,
2256,27921,20000.0,SALARIED,43.0,24.0,0.0,Res,627.0,1.0
2257,27923,,,,,,,,
2258,27949,,,,,,,,
2259,27963,,,,,,,,
2260,27964,,,,,,,,
2261,27562,,,42.0,22.0,0.0,Loss,674.0,1.0
2262,27972,,,20.0,1.0,0.0,Non-Delnqt,755.0,0.0
2263,17463,6.0,,48.0,50.0,1.0,PWOS,676.0,0.0
2264,28013,5000000.0,,31.0,27.0,3.0,WOF,536.0,5.0
2265,28021,,,,,,,,
2266,25544,50000.0,,27.0,311.0,0.0,120+,632.0,0.0
2267,28031,30000.0,,30.0,8.0,0.0,180+,583.0,0.0
2268,28043,,,,,,,,
2269,28050,,,,,,,,
2270,27913,,,,,,,,
2271,28062,717264.0,SALARIED,41.0,26.0,0.0,Non-Delnqt,725.0,0.0
2272,28073,,SALARIED,37.0,7.0,0.0,60+,707.0,2.0
2273,28087,,,,,,,,
2274,28090,,,24.0,1.0,0.0,Non-Delnqt,6.0,0.0
2275,28094,,,,,,,,
2276,28097,1375297.0,,47.0,29.0,3.0,WOF,588.0,2.0
2277,12496,,,,,,,,
2278,28113,,,21.0,133.0,0.0,01+,713.0,5.0
2279,28098,,,,,,,,
2280,28116,,,,,,,,
2281,28149,,,,,,,,
2282,28159,310587.0,,30.0,7.0,0.0,01+,726.0,0.0
2283,28119,,,,,,,,
2284,28171,,,,,,,,
2285,28174,,,,,,,,
2286,28182,,SALARIED,32.0,2.0,0.0,Non-Delnqt,758.0,0.0
2287,28190,,,,,,,,
2288,27929,,,,,,,,
2289,28202,,,,,,,,
2290,28204,,,,,,,,
2291,28206,,,,,,,,
2292,28207,480000.0,SALARIED,41.0,27.0,0.0,01+,753.0,0.0
2293,27171,,,,,,,,
2294,28216,,,,,,,,
2295,28220,,,,,,,,
2296,28223,,,23.0,6.0,0.0,720+,559.0,5.0
2297,28226,,,,,,,,
2298,28236,,,,,,,,
2299,28237,,,29.0,40.0,0.0,Non-Delnqt,725.0,0.0
2300,28238,,,,,,,,
2301,28241,,,,,,,,
2302,28245,,,,,,,,
2303,28250,,,,,,,,
2304,28251,,,,,,,,
2305,28188,,,,,,,,
2306,28256,,,22.0,9.0,0.0,Non-Delnqt,741.0,0.0
2307,28263,,,,,,,,
2308,28265,,,31.0,3.0,0.0,Non-Delnqt,715.0,0.0
2309,28275,,,24.0,2.0,0.0,Non-Delnqt,771.0,0.0
2310,28281,,,,,,,,
2311,28282,,,,,,,,
2312,28284,,,,,,,,
2313,28276,,,,,,,,
2314,28299,,,,,,,,
2315,28306,96000.0,SALARIED,35.0,3.0,0.0,Std,747.0,0.0
2316,28312,300000.0,,22.0,2.0,0.0,Non-Delnqt,755.0,0.0
2317,28315,,,,,,,,
2318,28101,,,,,,,,
2319,28307,84500.0,,33.0,24.0,0.0,30+,626.0,1.0
2320,28318,,,,,,,,
2321,28319,,,,,,,,
2322,28320,,,,,,,,
2323,28323,,,,,,,,
2324,28325,,,,,,,,
2325,28327,,,,,,,,
2326,28337,,,,,,,,
2327,28339,,,,,,,,
2328,28346,,,,,,,,
2329,28354,,,,,,,,
2330,28356,,,,,,,,
2331,28361,,,24.0,2.0,0.0,Non-Delnqt,690.0,0.0
2332,28369,,,,,,,,
2333,28379,,,22.0,2.0,0.0,Non-Delnqt,755.0,0.0
2334,28387,,,,,,,,
2335,28391,,,,,,,,
2336,28415,,,21.0,6.0,0.0,Non-Delnqt,755.0,0.0
2337,22335,,,26.0,2.0,0.0,60+,681.0,2.0
2338,28420,,,,,,,,
2339,24405,50000.0,,30.0,33.0,0.0,Non-Delnqt,705.0,0.0
2340,28460,,,24.0,4.0,0.0,Non-Delnqt,725.0,0.0
2341,28514,,,,,,,,
2342,28522,,,,,,,,
2343,28531,,,,,,,,
2344,28538,22000.0,SALARIED,30.0,160.0,0.0,30+,700.0,1.0
2345,26851,1200000.0,,32.0,7.0,1.0,WOF,622.0,3.0
2346,28549,,,,,,,,
2347,21933,100000.0,,27.0,14.0,0.0,Sub,695.0,0.0
2348,28500,,,,,,,,
2349,28562,,,,,,,,
2350,28568,,,,,,,,
2351,28577,,,,,,,,
2352,28593,,,31.0,26.0,0.0,Std,725.0,0.0
2353,28597,,,,,,,,
2354,28604,,,,,,,,
2355,28608,,,,,,,,
2356,26374,,,,,,,,
2357,28619,,,,,,,,
2358,28620,,,,,,,,
2359,28624,,,,,,,,
2360,28627,,,,,,,,
2361,28640,,,,,,,,
2362,28643,,,34.0,7.0,0.0,01+,686.0,2.0
2363,23344,,,,,,,,
2364,28655,,,,,,,,
2365,28669,,,20.0,1.0,0.0,Non-Delnqt,6.0,0.0
2366,28671,,,,,,,,
2367,28679,,,,,,,,
2368,28681,,,,,,,,
2369,28683,,,,,,,,
2370,28689,,,25.0,6.0,0.0,Non-Delnqt,725.0,0.0
2371,28687,,,,,,,,
2372,28699,,,,,,,,
2373,28708,,,24.0,9.0,0.0,01+,728.0,0.0
2374,28709,,,,,,,,
2375,28710,,,,,,,,
2376,28714,490260.0,SALARIED,30.0,10.0,1.0,WOF,678.0,1.0
2377,28725,,,,,,,,
2378,28727,37500.0,,31.0,40.0,0.0,Sub,588.0,4.0
2379,28734,,,,,,,,
2380,28735,,,24.0,1.0,0.0,Loss,490.0,1.0
2381,28739,,,,,,,,
2382,28753,,,,,,,,
2383,28759,,,,,,,,
2384,28762,,,19.0,5.0,0.0,Sub,568.0,4.0
2385,28770,,,,,,,,
2386,28778,,SELF EMPLOYED,23.0,1.0,0.0,Non-Delnqt,6.0,0.0
2387,28781,,,21.0,2.0,0.0,Non-Delnqt,771.0,0.0
2388,26721,,,,,,,,
2389,28791,,,27.0,10.0,0.0,01+,712.0,0.0
2390,28798,20000.0,,40.0,20.0,0.0,30+,705.0,0.0
2391,28795,,,,,,,,
2392,28800,,,,,,,,
2393,28802,,,,,,,,
2394,28811,,,,,,,,
2395,28805,15001.0,,25.0,78.0,0.0,540+,705.0,0.0
2396,19771,,,,,,,,
2397,28827,,,,,,,,
2398,28837,,,30.0,20.0,0.0,90+,664.0,0.0
2399,28856,50001.0,,33.0,55.0,1.0,WOF,638.0,0.0
2400,9954,20000.0,,26.0,33.0,0.0,WOF,664.0,0.0
2401,28888,,,,,,,,
2402,28898,18000.0,,27.0,21.0,0.0,SF,552.0,8.0
2403,28904,,SALARIED,23.0,5.0,0.0,01+,742.0,0.0
2404,28906,,,,,,,,
2405,28912,40000.0,,29.0,16.0,0.0,Non-Delnqt,755.0,0.0
2406,28914,93834.0,,52.0,5.0,0.0,Non-Delnqt,763.0,0.0
2407,28918,,,,,,,,
2408,28921,,,,,,,,
2409,28947,,,23.0,5.0,0.0,360+,555.0,4.0
2410,28309,,,,,,,,
2411,28952,,,,,,,,
2412,28953,,SALARIED,24.0,1.0,0.0,Non-Delnqt,775.0,0.0
2413,28973,,,24.0,155.0,0.0,01+,728.0,0.0
2414,28979,,,21.0,2.0,0.0,01+,696.0,1.0
2415,28982,,,,,,,,
2416,28991,,,22.0,3.0,0.0,Non-Delnqt,755.0,0.0
2417,28127,,,,,,,,
2418,29000,20000.0,,47.0,38.0,0.0,60+,714.0,0.0
2419,29035,,,,,,,,
2420,29051,,,22.0,11.0,0.0,Non-Delnqt,669.0,0.0
2421,29054,,,,,,,,
2422,29073,,,,,,,,
2423,29062,,,,,,,,
2424,19727,,,,,,,,
2425,29077,,SALARIED,30.0,5.0,0.0,Non-Delnqt,726.0,0.0
2426,29092,,,,,,,,
2427,29093,,,20.0,1.0,0.0,Std,685.0,0.0
2428,28184,,,,,,,,
2429,29110,,,,,,,,
2430,28793,,,,,,,,
2431,29116,,,,,,,,
2432,28295,,,,,,,,
2433,28879,,,,,,,,
2434,28280,55000.0,,27.0,38.0,0.0,WOF,712.0,0.0
2435,29125,,,,,,,,
2436,29121,,SELF EMPLOYED,23.0,3.0,0.0,Non-Delnqt,741.0,0.0
2437,29139,,,24.0,3.0,0.0,Loss,700.0,0.0
2438,29052,,,,,,,,
2439,29143,,,,,,,,
2440,29147,,,31.0,74.0,0.0,SF,588.0,2.0
2441,29154,28000.0,,33.0,137.0,0.0,Set,576.0,4.0
2442,27528,25000.0,,32.0,42.0,3.0,WOF,616.0,6.0
2443,29174,,,,,,,,
2444,29184,24000.0,,33.0,50.0,0.0,30+,664.0,2.0
2445,12572,,,,,,,,
2446,29247,676.0,SALARIED,37.0,14.0,0.0,60+,710.0,0.0
2447,29251,25000.0,,23.0,15.0,0.0,Non-Delnqt,771.0,0.0
2448,29267,,,,,,,,
2449,29256,,,,,,,,
2450,29305,,,,,,,,
2451,29311,,,26.0,12.0,0.0,60+,657.0,4.0
2452,29328,,,,,,,,
2453,29331,19000.0,,30.0,33.0,0.0,Non-Delnqt,621.0,1.0
2454,29326,,,,,,,,
2455,29333,,,,,,,,
2456,29358,,,31.0,2.0,0.0,Non-Delnqt,754.0,0.0
2457,29371,,,,,,,,
2458,29379,,,,,,,,
2459,29307,,,,,,,,
2460,29390,,,,,,,,
2461,29397,,,25.0,2.0,0.0,Non-Delnqt,696.0,0.0
2462,29401,,,,,,,,
2463,29391,,,,,,,,
2464,29415,,,,,,,,
2465,29417,,,,,,,,
2466,29384,,,,,,,,
2467,29431,,,,,,,,
2468,29438,,,34.0,1.0,0.0,01+,2.0,1.0
2469,29468,,,,,,,,
2470,29477,,,,,,,,
2471,29485,,,48.0,5.0,0.0,Res,576.0,0.0
2472,29491,,,,,,,,
2473,29020,50000.0,SELF EMPLOYED,36.0,62.0,0.0,01+,666.0,0.0
2474,29503,,,,,,,,
2475,29529,,,,,,,,
2476,29536,,,,,,,,
2477,29506,,,,,,,,
2478,29490,,,,,,,,
2479,29551,,,,,,,,
2480,29416,,,,,,,,
2481,29557,,,,,,,,
2482,29565,,,,,,,,
2483,29570,,,,,,,,
2484,29577,,,,,,,,
2485,29216,,,,,,,,
2486,29588,25000000.0,,34.0,28.0,0.0,Sub,700.0,0.0
2487,29589,,,,,,,,
2488,29595,,,24.0,2.0,0.0,Non-Delnqt,755.0,0.0
2489,29601,,,,,,,,
2490,29602,,,,,,,,
2491,29607,,,,,,,,
2492,29613,,,,,,,,
2493,29622,,,,,,,,
2494,29600,,,,,,,,
2495,29633,,,22.0,34.0,0.0,01+,741.0,0.0
2496,29609,,,,,,,,
2497,22763,50000.0,,23.0,18.0,0.0,30+,641.0,1.0
2498,27290,,,,,,,,
2499,29653,,,35.0,2.0,0.0,Non-Delnqt,754.0,0.0
2500,29658,,,,,,,,
2501,29665,,,,,,,,
2502,29667,,,,,,,,
2503,29678,,,,,,,,
2504,29683,,,34.0,18.0,0.0,Non-Delnqt,758.0,0.0
2505,29689,,,,,,,,
2506,29694,,,,,,,,
2507,21063,,,,,,,,
2508,29695,,,28.0,5.0,0.0,Sub,687.0,2.0
2509,29647,16000.0,,20.0,2.0,0.0,01+,696.0,1.0
2510,29706,,,22.0,104.0,0.0,90+,552.0,4.0
2511,29720,,,,,,,,
2512,29737,,,,,,,,
2513,29749,,,25.0,4.0,0.0,Non-Delnqt,728.0,0.0
2514,29750,,,,,,,,
2515,29755,,,,,,,,
2516,29759,,,33.0,1.0,0.0,Non-Delnqt,758.0,0.0
2517,29774,,,25.0,2.0,0.0,120+,635.0,1.0
2518,29784,,,20.0,3.0,0.0,Non-Delnqt,755.0,0.0
2519,29789,360000000.0,,23.0,5.0,0.0,Non-Delnqt,725.0,0.0
2520,29797,,SALARIED,55.0,2.0,0.0,Std,721.0,0.0
2521,29571,,,,,,,,
2522,29801,,,,,,,,
2523,29808,,,25.0,9.0,1.0,WOF,695.0,0.0
2524,29814,,,,,,,,
2525,29817,,,,,,,,
2526,29823,,,,,,,,
2527,29826,,,,,,,,
2528,29828,,,,,,,,
2529,29831,,,,,,,,
2530,29836,,,,,,,,
2531,19119,,,25.0,19.0,0.0,90+,568.0,6.0
2532,29845,,,25.0,26.0,0.0,Sub,633.0,1.0
2533,29847,,,,,,,,
2534,29598,,,,,,,,
2535,29850,,,26.0,1.0,0.0,Non-Delnqt,4.0,0.0
2536,29853,,,,,,,,
2537,29854,,SALARIED,25.0,2.0,0.0,Non-Delnqt,769.0,0.0
2538,29865,15000.0,SALARIED,29.0,17.0,0.0,720+,633.0,0.0
2539,29867,,,,,,,,
2540,29869,,,,,,,,
2541,29870,,,,,,,,
2542,29873,,,25.0,9.0,0.0,Non-Delnqt,755.0,0.0
2543,29878,,,42.0,4.0,0.0,Non-Delnqt,726.0,0.0
2544,29884,,,18.0,1.0,0.0,Non-Delnqt,6.0,0.0
2545,29893,,,53.0,1.0,0.0,Non-Delnqt,813.0,0.0
2546,29897,,,42.0,3.0,0.0,,586.0,0.0
2547,29904,,,,,,,,
2548,29905,,,27.0,1.0,0.0,Non-Delnqt,6.0,0.0
2549,29906,,,,,,,,
2550,29879,,,,,,,,
2551,29902,,,,,,,,
2552,29907,,,36.0,16.0,0.0,WOF,598.0,2.0
2553,29908,,,,,,,,
2554,29909,,,,,,,,
2555,29913,,,,,,,,
2556,29899,,,,,,,,
2557,29916,,,,,,,,
2558,29917,,,,,,,,
2559,29919,,,,,,,,
2560,29920,,,,,,,,
2561,29922,,,,,,,,
2562,28269,,,,,,,,
2563,29934,13000.0,,24.0,1.0,0.0,,754.0,0.0
2564,29935,,,,,,,,
2565,29925,,,,,,,,
2566,29940,,,,,,,,
2567,29944,,,,,,,,
2568,29896,1.0,,30.0,13.0,0.0,30+,677.0,3.0
2569,29947,,,,,,,,
2570,29951,,,,,,,,
2571,29953,,,24.0,3.0,0.0,Non-Delnqt,5.0,0.0
2572,29954,,,,,,,,
2573,29955,,,,,,,,
2574,30008,,,,,,,,
2575,30020,,,,,,,,
2576,29581,,,,,,,,
2577,30025,,,,,,,,
2578,30004,15001.0,,38.0,3.0,0.0,120+,674.0,1.0
2579,30033,,,31.0,1.0,0.0,Non-Delnqt,6.0,0.0
2580,30041,,,,,,,,
2581,30045,,,,,,,,
2582,30047,,SELF EMPLOYED,32.0,4.0,0.0,30+,721.0,0.0
2583,30052,40000.0,,32.0,8.0,0.0,Non-Delnqt,678.0,0.0
2584,29834,,,,,,,,
2585,30036,,,,,,,,
2586,30064,,,,,,,,
2587,30066,,,,,,,,
2588,30070,,,26.0,1.0,0.0,,729.0,0.0
2589,30075,,,,,,,,
2590,30077,,,,,,,,
2591,30082,,,,,,,,
2592,30094,43000.0,SELF EMPLOYED,32.0,19.0,0.0,01+,719.0,0.0
2593,30098,,,,,,,,
2594,30103,,,,,,,,
2595,30124,,,,,,,,
2596,11013,,SALARIED,36.0,21.0,4.0,WOF,555.0,3.0
2597,30143,,,,,,,,
2598,30145,,,,,,,,
2599,30154,,,25.0,1.0,0.0,Spm,726.0,0.0
2600,30155,,,,,,,,
2601,28215,,,,,,,,
2602,30156,,,,,,,,
2603,30159,,,37.0,19.0,0.0,Non-Delnqt,726.0,0.0
2604,30164,,,,,,,,
2605,30169,,,,,,,,
2606,30179,,,,,,,,
2607,30182,,,,,,,,
2608,30184,,,,,,,,
2609,30191,,,,,,,,
2610,30193,,,29.0,3.0,0.0,Non-Delnqt,726.0,0.0
2611,30195,,,,,,,,
2612,30199,,,31.0,27.0,2.0,WOF,675.0,1.0
2613,29827,50766.0,SALARIED,43.0,19.0,0.0,90+,540.0,4.0
2614,30204,,,,,,,,
2615,30210,,,,,,,,
2616,30212,,,,,,,,
2617,30220,,,,,,,,
2618,30221,,,,,,,,
2619,30223,,,,,,,,
2620,30232,,,,,,,,
2621,30233,,,,,,,,
2622,30235,50000.0,SALARIED,25.0,82.0,0.0,Std,677.0,1.0
2623,30236,,,,,,,,
2624,30239,,,28.0,2.0,0.0,Non-Delnqt,755.0,0.0
2625,30241,,,32.0,3.0,0.0,Spm,706.0,0.0
2626,30243,,,,,,,,
2627,30216,,,,,,,,
2628,30247,,,31.0,18.0,0.0,Non-Delnqt,726.0,0.0
2629,30255,100000.0,SELF EMPLOYED,52.0,2.0,0.0,Std,789.0,0.0
2630,30260,,,,,,,,
2631,30263,,,,,,,,
2632,30268,,,,,,,,
2633,30270,,,28.0,12.0,0.0,Non-Delnqt,755.0,0.0
2634,30273,,,,,,,,
2635,30280,,,53.0,5.0,1.0,Non-Delnqt,653.0,0.0
2636,30269,,,,,,,,
2637,30279,,SELF EMPLOYED,27.0,7.0,0.0,Non-Delnqt,755.0,0.0
2638,30286,,,,,,,,
2639,30293,,,24.0,2.0,0.0,Std,746.0,0.0
2640,30298,,,,,,,,
2641,30350,,,,,,,,
2642,30376,1714300.0,,43.0,17.0,0.0,Std,701.0,1.0
2643,30397,,,,,,,,
2644,30400,,,45.0,5.0,0.0,Non-Delnqt,762.0,0.0
2645,30404,,,,,,,,
2646,30408,,,,,,,,
2647,28115,,,,,,,,
2648,30411,,,,,,,,
2649,30414,,,,,,,,
2650,30420,,,,,,,,
2651,30421,,,,,,,,
2652,30424,,,,,,,,
2653,30384,100001.0,SELF EMPLOYED,25.0,4.0,0.0,Std,690.0,0.0
2654,30425,,,,,,,,
2655,30407,,,,,,,,
2656,30412,,,,,,,,
2657,30436,,,25.0,2.0,0.0,Non-Delnqt,755.0,0.0
2658,30419,,,,,,,,
2659,29618,,,,,,,,
2660,22617,25000.0,,36.0,17.0,0.0,720+,552.0,5.0
2661,30441,15001.0,,23.0,6.0,0.0,30+,686.0,0.0
2662,30455,,,,,,,,
2663,30459,,,32.0,3.0,0.0,Std,736.0,0.0
2664,30460,,,,,,,,
2665,30461,,,,,,,,
2666,30476,50000.0,SALARIED,47.0,46.0,1.0,WOF,570.0,0.0
2667,30472,,,,,,,,
2668,30485,,,,,,,,
2669,30489,,,19.0,1.0,0.0,Non-Delnqt,771.0,0.0
2670,30492,,,,,,,,
2671,30494,,,,,,,,
2672,30206,,,,,,,,
2673,30469,,,,,,,,
2674,30471,,,,,,,,
2675,30500,,,22.0,14.0,0.0,90+,574.0,0.0
2676,30502,,,,,,,,
2677,30504,,,,,,,,
2678,30510,,,,,,,,
2679,30515,,,,,,,,
2680,30517,,,,,,,,
2681,30518,,,23.0,2.0,0.0,Non-Delnqt,755.0,0.0
2682,30519,,,26.0,8.0,0.0,Non-Delnqt,755.0,0.0
2683,30526,,,57.0,1.0,0.0,Non-Delnqt,6.0,0.0
2684,25307,18000.0,,37.0,29.0,2.0,WOF,616.0,5.0
2685,30532,,,,,,,,
2686,30533,,,,,,,,
2687,30534,,,,,,,,
2688,30537,,,,,,,,
2689,30539,,,,,,,,
2690,30552,40000.0,SALARIED,29.0,132.0,0.0,Res,534.0,12.0
2691,30557,,,,,,,,
2692,30558,,,24.0,1.0,0.0,Sub,696.0,1.0
2693,26915,27000.0,,39.0,181.0,2.0,WOF,541.0,7.0
2694,30565,,,,,,,,
2695,30569,,,,,,,,
2696,30572,,,,,,,,
2697,30573,,,,,,,,
2698,30580,,,,,,,,
2699,30585,18000.0,,30.0,2.0,0.0,720+,574.0,1.0
2700,30588,,,,,,,,
2701,30593,,,22.0,115.0,0.0,30+,674.0,3.0
2702,23865,26000.0,,38.0,12.0,1.0,WOF,601.0,2.0
2703,30599,,,,,,,,
2704,30603,,,20.0,1.0,0.0,Std,734.0,0.0
2705,30608,50000.0,,53.0,3.0,0.0,Non-Delnqt,575.0,0.0
2706,30610,,,25.0,1.0,0.0,Non-Delnqt,6.0,0.0
2707,30613,,,,,,,,
2708,30615,360000.0,,29.0,19.0,0.0,01+,657.0,1.0
2709,30616,,,,,,,,
2710,30622,,,,,,,,
2711,30623,,SALARIED,29.0,10.0,0.0,Spm,672.0,1.0
2712,30620,,,,,,,,
2713,30546,300001.0,SELF EMPLOYED,34.0,9.0,0.0,30+,677.0,1.0
2714,30639,,,,,,,,
2715,30641,,,,,,,,
2716,30670,39400.0,,41.0,17.0,0.0,Std,687.0,1.0
2717,27316,,,26.0,2.0,0.0,Non-Delnqt,755.0,0.0
2718,30676,,,32.0,28.0,0.0,SF,563.0,5.0
2719,30679,,SALARIED,35.0,1.0,0.0,Non-Delnqt,6.0,0.0
2720,30680,,,,,,,,
2721,30688,,,,,,,,
2722,30692,8900.0,,26.0,8.0,0.0,60+,673.0,0.0
2723,30698,,,,,,,,
2724,30701,,,,,,,,
2725,30713,,,32.0,1.0,0.0,,755.0,0.0
2726,30718,,,,,,,,
2727,30725,,,,,,,,
2728,30720,,,21.0,2.0,0.0,Sub,1.0,1.0
2729,30732,,,,,,,,
2730,30737,200880.0,,42.0,9.0,0.0,60+,710.0,0.0
2731,27908,,SALARIED,29.0,5.0,0.0,Non-Delnqt,726.0,0.0
2732,30749,,,32.0,3.0,0.0,Non-Delnqt,760.0,0.0
2733,30754,,,,,,,,
2734,30759,,,22.0,1.0,0.0,Non-Delnqt,769.0,0.0
2735,30763,,,,,,,,
2736,30765,,,,,,,,
2737,30767,,,,,,,,
2738,30755,,,40.0,3.0,0.0,Non-Delnqt,762.0,0.0
2739,30774,,,,,,,,
2740,30775,,,36.0,6.0,0.0,Non-Delnqt,726.0,0.0
2741,30781,,,,,,,,
2742,30778,,SALARIED,28.0,8.0,0.0,Sub,639.0,0.0
2743,30783,,,,,,,,
2744,30784,,,25.0,1.0,0.0,60+,687.0,0.0
2745,30702,30000.0,,50.0,18.0,1.0,WOF,697.0,1.0
2746,30789,,,,,,,,
2747,30791,,,,,,,,
2748,30792,,,,,,,,
2749,30794,,,,,,,,
2750,30803,,,,,,,,
2751,30811,,,,,,,,
2752,30813,,,31.0,1.0,0.0,Non-Delnqt,758.0,0.0
2753,30815,,,,,,,,
2754,30820,,,,,,,,
2755,30809,,,,,,,,
2756,30824,,,,,,,,
2757,30827,,,,,,,,
2758,16697,,,,,,,,
2759,30832,,,,,,,,
2760,30875,,,27.0,21.0,0.0,01+,678.0,0.0
2761,30888,,,,,,,,
2762,30889,,,36.0,2.0,0.0,60+,721.0,0.0
2763,30894,,,30.0,13.0,0.0,Non-Delnqt,760.0,0.0
2764,30902,,,24.0,15.0,0.0,120+,701.0,1.0
2765,30904,,,,,,,,
2766,30911,,,,,,,,
2767,30925,,,,,,,,
2768,30932,,,,,,,,
2769,30934,,,,,,,,
2770,30944,,,43.0,25.0,0.0,Non-Delnqt,729.0,0.0
2771,30948,,,,,,,,
2772,30951,,,,,,,,
2773,30952,,,,,,,,
2774,30886,32000.0,,46.0,24.0,0.0,Sub,528.0,5.0
2775,30959,,,22.0,1.0,0.0,Non-Delnqt,754.0,0.0
2776,30923,,,,,,,,
2777,30964,,,,,,,,
2778,30965,,,38.0,11.0,0.0,90+,681.0,0.0
2779,30972,,,24.0,4.0,0.0,Dbt,568.0,2.0
2780,30977,,,,,,,,
2781,30967,,,,,,,,
2782,30980,,,26.0,1.0,0.0,Non-Delnqt,767.0,0.0
2783,30983,,,,,,,,
2784,30987,,,22.0,3.0,0.0,180+,575.0,3.0
2785,30989,,,,,,,,
2786,30990,20000.0,,28.0,6.0,1.0,WOF,541.0,4.0
2787,30991,,,,,,,,
2788,30992,,,,,,,,
2789,30825,,,,,,,,
2790,30993,,,,,,,,
2791,30996,,,,,,,,
2792,31002,,,,,,,,
2793,30982,,,,,,,,
2794,31005,54000.0,,29.0,14.0,0.0,Std,725.0,0.0
2795,31007,,,,,,,,
2796,31009,,,,,,,,
2797,31010,,,28.0,1.0,0.0,180+,577.0,1.0
2798,30997,,,20.0,2.0,0.0,90+,562.0,0.0
2799,31011,26000.0,,26.0,55.0,2.0,WOF,653.0,3.0
2800,31013,45000.0,,26.0,4.0,0.0,Non-Delnqt,755.0,0.0
2801,31017,,,,,,,,
2802,31018,,,,,,,,
2803,31026,,,,,,,,
2804,31021,,SALARIED,36.0,2.0,0.0,60+,721.0,1.0
2805,31042,,,,,,,,
2806,31047,,,,,,,,
2807,25914,25000.0,,34.0,32.0,5.0,WOF,499.0,11.0
2808,27003,,,22.0,2.0,0.0,Non-Delnqt,755.0,0.0
2809,31083,25000.0,,22.0,25.0,0.0,180+,541.0,5.0
2810,31115,500000.0,SALARIED,38.0,31.0,0.0,01+,721.0,0.0
2811,31131,,,26.0,1.0,0.0,,721.0,0.0
2812,31133,,,29.0,6.0,0.0,360+,601.0,1.0
2813,31141,,,31.0,6.0,0.0,Non-Delnqt,750.0,0.0
2814,21095,25000.0,,24.0,83.0,0.0,720+,604.0,5.0
2815,31146,,,,,,,,
2816,31187,30000.0,SALARIED,39.0,7.0,0.0,Std,763.0,0.0
2817,31164,,,,,,,,
